date,return
2014-04-08 11:59:00,0.011275282768338446
2014-04-08 12:59:00,-0.004437073072618092
2014-04-08 13:59:00,0.0004571126599792752
2014-04-08 14:59:00,-0.000342677852599782
2014-04-08 15:59:00,0.006170315777354052
2014-04-08 16:59:00,-0.0004542575156364359
2014-04-08 17:59:00,-0.006816959389583155
2014-04-08 18:59:00,0.0010295623934628573
2014-04-08 19:59:00,-0.0005713908249738164
2014-04-09 11:59:00,0.002515556996072421
2014-04-09 12:59:00,0.0020530185117064725
2014-04-09 13:59:00,0.012179050669774982
2014-04-09 14:59:00,-0.0034860531887082047
2014-04-09 15:59:00,0.0012413139016329566
2014-04-09 16:59:00,0.0004508272551821957
2014-04-09 17:59:00,-0.0023657765331648317
2014-04-09 18:59:00,0.0006775390583373397
2014-04-09 19:59:00,-0.006770803099816702
2014-04-10 11:59:00,-0.014770078677429965
2014-04-10 12:59:00,-0.00048507895391980416
2014-04-10 13:59:00,0.0
2014-04-10 14:59:00,0.0
2014-04-10 15:59:00,0.0
2014-04-10 16:59:00,0.0
2014-04-10 17:59:00,0.0
2014-04-10 18:59:00,0.0
2014-04-10 19:59:00,0.0
2014-04-11 11:59:00,0.0
2014-04-11 12:59:00,0.010793171765836496
2014-04-11 13:59:00,0.0044252464920244705
2014-04-11 14:59:00,0.0
2014-04-11 15:59:00,0.0012238194340163933
2014-04-11 16:59:00,-0.007089476478203127
2014-04-11 17:59:00,0.00566283477527274
2014-04-11 18:59:00,0.0011017071487386954
2014-04-11 19:59:00,0.0009782175340726784
2014-04-14 11:59:00,-0.015758342649835555
2014-04-14 12:59:00,-0.011418443684423352
2014-04-14 13:59:00,0.007532824227766577
2014-04-14 14:59:00,-0.0003894760686722343
2014-04-14 15:59:00,0.0
2014-04-14 16:59:00,0.0
2014-04-14 17:59:00,0.0
2014-04-14 18:59:00,0.0
2014-04-14 19:59:00,0.0
2014-04-15 11:59:00,0.0
2014-04-15 12:59:00,0.0
2014-04-15 13:59:00,0.0
2014-04-15 14:59:00,0.004851898511020858
2014-04-15 15:59:00,0.001736770916683561
2014-04-15 16:59:00,-0.001857599756928452
2014-04-15 17:59:00,0.00012407045704621034
2014-04-15 18:59:00,0.008807909648895329
2014-04-15 19:59:00,0.007624260264053273
2014-04-16 11:59:00,0.006102073192966184
2014-04-16 12:59:00,0.007763281574610703
2014-04-16 13:59:00,-0.003490638156610437
2014-04-16 14:59:00,0.0022949807742038697
2014-04-16 15:59:00,0.00012051188933104306
2014-04-16 16:59:00,-0.01662863677926152
2014-04-16 17:59:00,-0.002328164187992088
2014-04-16 18:59:00,-0.0004912836179766789
2014-04-16 19:59:00,-0.004546607139887748
2014-04-17 11:59:00,-0.007529993639959209
2014-04-17 12:59:00,-0.0007462745547783811
2014-04-17 13:59:00,0.009210926722504453
2014-04-17 14:59:00,0.001973375110248199
2014-04-17 15:59:00,0.0049237214263082585
2014-04-17 16:59:00,-0.003307228092935044
2014-04-17 17:59:00,-0.004055580398570124
2014-04-17 18:59:00,0.00530606332211514
2014-04-17 19:59:00,-0.014974954161209308
2014-04-18 11:59:00,-0.023551588353297737
2014-04-18 12:59:00,-0.0002744789996398378
2014-04-18 13:59:00,0.0
2014-04-18 14:59:00,0.0
2014-04-18 15:59:00,0.0
2014-04-18 16:59:00,0.0
2014-04-18 17:59:00,0.0
2014-04-18 18:59:00,0.0
2014-04-18 19:59:00,0.0
2014-04-21 11:59:00,0.0
2014-04-21 12:59:00,0.0
2014-04-21 13:59:00,0.0
2014-04-21 14:59:00,0.0
2014-04-21 15:59:00,0.0
2014-04-21 16:59:00,0.0
2014-04-21 17:59:00,0.0
2014-04-21 18:59:00,0.0
2014-04-21 19:59:00,0.0
2014-04-22 11:59:00,0.0
2014-04-22 12:59:00,0.0
2014-04-22 13:59:00,0.0
2014-04-22 14:59:00,0.0
2014-04-22 15:59:00,0.0
2014-04-22 16:59:00,0.0
2014-04-22 17:59:00,0.0
2014-04-22 18:59:00,0.0
2014-04-22 19:59:00,0.0
2014-04-23 11:59:00,0.0
2014-04-23 12:59:00,0.0
2014-04-23 13:59:00,0.0
2014-04-23 14:59:00,0.0
2014-04-23 15:59:00,0.0
2014-04-23 16:59:00,0.0
2014-04-23 17:59:00,0.0
2014-04-23 18:59:00,0.0
2014-04-23 19:59:00,0.0
2014-04-24 11:59:00,0.0
2014-04-24 12:59:00,0.0
2014-04-24 13:59:00,0.0
2014-04-24 14:59:00,0.0
2014-04-24 15:59:00,0.0
2014-04-24 16:59:00,0.0
2014-04-24 17:59:00,0.0
2014-04-24 18:59:00,0.0
2014-04-24 19:59:00,0.0
2014-04-25 11:59:00,0.0
2014-04-25 12:59:00,0.0
2014-04-25 13:59:00,0.0
2014-04-25 14:59:00,0.0
2014-04-25 15:59:00,0.0
2014-04-25 16:59:00,0.0
2014-04-25 17:59:00,0.0
2014-04-25 18:59:00,0.0
2014-04-25 19:59:00,0.0
2014-04-28 11:59:00,0.0
2014-04-28 12:59:00,0.0
2014-04-28 13:59:00,0.0
2014-04-28 14:59:00,0.0
2014-04-28 15:59:00,0.0
2014-04-28 16:59:00,0.0
2014-04-28 17:59:00,0.0
2014-04-28 18:59:00,0.0
